PSNR_YYUV
C:\Users\FPTSHOP\Desktop\bt dpt lan 2\video phat -tai.mp4
C:\Users\FPTSHOP\Desktop\bt dpt lan 2\video thu-tai.mp4
AVG: 16.82991600
4.792670250
4.785825729
4.792950630
4.795087814
4.805666924
4.800083160
4.805157185
4.809744835
4.820768356
4.817227364
4.819576263
4.819333553
4.826905251
4.821943760
4.829512596
4.825016022
4.831329823
4.832690716
4.841652870
4.835522652
4.839453220
4.840367794
4.844676971
4.843183041
4.842987061
4.843015194
4.847596169
4.842601299
4.845589161
4.846336365
4.856194973
4.852278233
4.854170799
4.849623203
4.856867790
4.857460976
4.861109734
4.860880852
4.865706444
4.860708714
4.865818501
4.863512993
4.873724461
4.870828152
4.873699188
4.875785828
4.879588604
4.875790596
4.881227493
4.883085251
4.884760857
4.880014420
4.883664131
4.882586479
4.892193317
4.883318424
4.886487007
4.887252808
4.899116516
4.900334358
4.906336784
4.898021221
4.895858288
4.892156601
4.899979115
4.895855904
4.899468899
4.898106098
4.905205727
4.905740261
4.908802509
4.909688473
4.915723801
4.913587093
4.915180683
4.912913322
4.917762756
4.907685280
4.909658432
4.906383514
4.915259838
4.914635658
4.915875912
4.917264462
4.922675133
4.917071342
4.923107147
4.919459820
4.930215359
4.923748016
4.928154469
4.926397324
4.936596870
4.925559998
4.932871819
4.928663731
4.938607693
4.934695244
4.941611290
4.940991402
4.950321674
4.946089745
4.949661255
4.947697163
4.957196712
4.952070236
4.954649448
4.955194473
4.964859009
4.956111431
4.962047577
4.955016136
4.964844704
4.964102745
4.963778496
4.963237762
4.967730522
4.969736099
4.971954346
4.976762772
4.995977402
4.987310886
4.989515781
4.988251209
4.993748188
4.987761974
4.988688469
4.987058163
4.991404533
4.982790947
4.985671997
4.984335423
4.989524841
4.987539291
4.988909245
4.988497734
4.993994236
4.986006260
4.995556831
4.993929863
5.003647327
4.995757103
4.993962288
4.991180420
4.997431755
4.993257523
4.991747856
4.990634441
4.996084690
4.991845131
4.990409851
4.988808632
4.996112823
4.989623547
4.994534016
26.76712990
26.90431976
27.44542313
27.76289940
27.66441154
27.40227699
27.13288116
26.93204498
26.61186218
25.24702263
24.27891731
24.17571831
23.74468803
23.35828018
23.50191498
23.66087341
23.63081932
23.52411079
23.70311928
23.80473709
23.75154305
23.55790138
23.35504913
23.54276466
23.85265350
23.66189957
23.69173050
23.63229370
23.44982910
23.31349945
23.01431465
22.71498108
22.52949142
22.25650024
21.84895706
21.96693039
21.94545937
21.73385811
21.71197891
21.73461723
21.95373154
22.58294296
22.75444794
22.50619888
22.25723076
22.20052719
22.17612267
22.27897263
21.99284363
21.56961250
21.39836884
21.42825317
21.37647629
21.33148003
21.28011513
20.99833679
20.95232010
20.89664459
20.85935783
20.74766922
20.60103607
20.47489357
20.42000198
20.37608147
20.33802032
20.34231186
20.26631927
20.19027519
20.08317757
19.95402718
19.77586174
19.75186539
19.71517181
19.64110374
19.58948135
19.41477013
19.26050568
19.17451477
19.16723633
19.17660904
19.31386185
19.32402992
19.29757309
19.27229881
19.21666527
19.18636703
19.34788895
19.45839691
19.58522415
19.60881805
19.77006531
19.86397171
19.92451859
19.97101402
20.03676224
19.99701118
19.89169693
19.85788155
19.88748360
19.89347076
20.03338242
20.22160721
20.31707764
20.45249748
20.88557053
21.16006470
21.36987495
21.44876289
21.55212212
21.62525368
21.67246628
21.62064552
21.46521759
21.39497757
21.35814476
21.22585106
21.29006195
21.34048462
21.42816734
21.45636368
21.53356743
21.53524399
21.73539352
21.87322998
22.05892563
22.17232513
22.46841621
22.74449158
23.00816727
22.88342476
22.76928139
22.59811020
22.79629707
22.97493172
23.03238106
22.58836937
21.72173309
21.48464203
21.82820892
22.06306267
22.45130730
22.46576118
22.19096375
21.94299316
22.04085350
21.96153641
21.76229668
21.67267609
21.41085434
21.35919189
21.57029152
21.36571693
20.79834366
20.46513367
20.78578568
21.08021927
21.11491966
21.37059021
22.53402519
23.14402390
23.57893944
23.90551758
23.91832161
23.83275795
23.62675858
23.40089417
23.09313011
22.78636169
22.88365364
22.92918777
23.30401993
23.25508499
23.22318077
23.18190384
23.19661903
23.46660805
23.59844589
23.55739975
23.43955040
23.37640953
23.46989441
23.53791237
23.65613556
23.64623642
23.50483704
23.28300285
22.99429893
22.72518921
22.55106163
22.31667328
22.37015724
22.57464981
22.64476395
22.63558197
22.57209396
22.74943352
22.90994644
22.94800186
22.97002602
22.91192818
23.04380608
23.26337433
23.33507919
23.49773788
23.45822334
23.38506889
23.69064140
23.90477753
24.01122856
24.11889839
24.31864548
24.44131660
24.55797577
24.28722763
23.86600304
23.91158104
23.95538139
23.66809845
23.28824043
22.98185349
23.12442589
23.19782257
23.43019867
23.44433975
23.62179184
23.73712730
23.77452087
23.76732635
23.67665291
23.61628342
24.17419624
24.36897469
24.05635452
24.27400589
24.34970093
24.10372162
24.28841400
24.45956993
25.25748444
26.60025024
27.06324768
26.52666473
25.61989975
24.57263184
23.68616486
22.93033409
22.98223495
23.24793625
22.90864563
23.07965469
23.41085052
23.37462425
23.86535835
25.54071808
27.11672783
27.64733887
27.65211487
27.14265060
26.98421860
26.76585770
26.64886856
26.48217964
26.45463753
26.26577187
26.33850861
26.29058456
26.41687393
26.43928337
26.59085846
26.62477684
26.66636658
26.58867645
26.71847343
26.66933060
26.78120422
26.70108414
26.60205841
26.23260307
26.21923256
26.30261421
26.40001678
26.13860703
25.97349548
25.95986176
25.98134232
25.94651985
26.08348846
26.24414444
26.04432678
25.75799179
26.11816406
